time,true_air,est,door,compressor,filtered_temp,food_proxy,true_food,target
3479,6.48356,16309.1,0,0,6.28475,0.867847,2.5466,4
3480,6.4839,16313.1,0,0,6.25028,0.868109,2.5468,4
3481,6.48425,16317.6,0,0,6.22271,0.868372,2.54699,4
3482,6.4846,16321.6,0,0,6.2521,0.868647,2.54719,4
3483,6.48494,16324.6,0,0,6.31755,0.868932,2.54739,4
3484,6.48529,16326.6,0,0,6.36991,0.869218,2.54758,4
3485,6.48563,16327.5,0,0,6.42111,0.869506,2.54778,4
3486,6.48598,16327.7,0,0,6.45276,0.869791,2.54798,4
3487,6.48632,16327.2,0,0,6.47808,0.870077,2.54817,4
3488,6.48667,16326.8,0,0,6.46106,0.870353,2.54837,4
3489,6.48701,16325.6,0,0,6.49402,0.870641,2.54857,4
3490,6.48736,16324.6,0,0,6.47381,0.870917,2.54876,4
3491,6.4877,16323.7,0,0,6.45764,0.871193,2.54896,4
3492,6.48805,16323,0,0,6.4447,0.871469,2.54916,4
3493,6.48839,16321.8,0,0,6.46698,0.871753,2.54936,4
3494,6.48874,16320.5,0,0,6.46151,0.872031,2.54955,4
3495,6.48908,16318.9,0,0,6.48042,0.872316,2.54975,4
3496,6.48942,16316.1,0,0,6.54204,0.872611,2.54995,4
3497,6.48977,16312.3,0,0,6.59598,0.872908,2.55014,4
3498,6.49011,16307.5,0,0,6.63448,0.873204,2.55034,4
3499,6.49046,16301.9,0,0,6.66993,0.873501,2.55054,4
3500,6.4908,16295.7,0,0,6.69365,0.873797,2.55073,4
3501,6.49114,16290.3,0,0,6.63351,0.874073,2.55093,4
3502,6.49149,16285.6,0,0,6.5854,0.874349,2.55113,4
3503,6.49183,16280.9,0,0,6.57954,0.874633,2.55133,4
3504,6.49217,16276.8,0,0,6.55155,0.874911,2.55152,4
3505,6.49252,16273,0,0,6.52916,0.875189,2.55172,4
3506,6.49286,16269.7,0,0,6.51125,0.875468,2.55192,4
3507,6.4932,16267.2,0,0,6.46424,0.875738,2.55211,4
3508,6.49354,16265.5,0,0,6.42663,0.876008,2.55231,4
3509,6.49389,16265.8,0,0,6.32627,0.87626,2.55251,4
3510,6.49423,16266.5,0,0,6.31626,0.87653,2.5527,4
3511,6.49457,16267.6,0,0,6.30825,0.8768,2.5529,4
3512,6.49491,16268.4,0,0,6.34384,0.877081,2.5531,4
3513,6.49526,16269.6,0,0,6.33032,0.877351,2.5533,4
3514,6.4956,16270.7,0,0,6.34284,0.877626,2.55349,4
3515,6.49594,16271.8,0,0,6.35287,0.877902,2.55369,4
3516,6.49628,16272.9,0,0,6.36088,0.878178,2.55389,4
3517,6.49662,16273.9,0,0,6.3673,0.878454,2.55408,4
3518,6.49697,16274.8,0,0,6.37243,0.878729,2.55428,4
3519,6.49731,16275.3,0,0,6.40451,0.879012,2.55448,4
3520,6.49765,16275.2,0,0,6.43017,0.879295,2.55468,4
3521,6.49799,16274.8,0,0,6.4507,0.879577,2.55487,4
3522,6.49833,16273.8,0,0,6.47643,0.879862,2.55507,4
3523,6.49867,16272.5,0,0,6.48771,0.880145,2.55527,4
3524,6.49901,16270.4,0,0,6.52929,0.880436,2.55546,4
3525,6.49935,16267.9,0,0,6.54396,0.880722,2.55566,4
3526,6.49969,16264.6,0,0,6.57429,0.881013,2.55586,4
3527,6.50004,16260.9,0,0,6.59856,0.881303,2.55606,4
3528,6.50038,16256.5,0,0,6.61798,0.881594,2.55625,4
3529,6.50072,16252.1,0,0,6.61491,0.88188,2.55645,4
3530,6.50106,16249.3,0,0,6.50973,0.88214,2.55665,4
3531,6.5014,16247.9,0,0,6.42559,0.882401,2.55684,4
3532,6.50174,16248.4,0,0,6.32543,0.882653,2.55704,4
3533,6.50208,16250.5,0,0,6.24531,0.882905,2.55724,4
3534,6.50242,16251.2,0,0,6.34931,0.883199,2.55744,4
3535,6.50276,16250.6,0,0,6.43251,0.883493,2.55763,4
3536,6.5031,16248.8,0,0,6.49907,0.883787,2.55783,4
3537,6.50343,16246.1,0,0,6.55231,0.884081,2.55803,4
3538,6.50377,16242.4,0,0,6.59491,0.884376,2.55823,4
3539,6.50411,16237.8,0,0,6.64291,0.884673,2.55842,4
3540,6.50445,16232.4,0,0,6.68131,0.884971,2.55862,4
3541,6.50479,16226.4,0,0,6.69811,0.885265,2.55882,4
3542,6.50513,16219.2,0,0,6.75791,0.88557,2.55901,4
3543,6.50547,16211.7,0,0,6.75939,0.885864,2.55921,4
3544,6.50581,16203.9,0,0,6.76057,0.886158,2.55941,4
3545,6.50615,16195.6,0,0,6.78935,0.886459,2.55961,4
3546,6.50648,16185.6,0,0,6.8725,0.886775,2.5598,4
3547,6.50682,16175.4,0,0,6.87889,0.887076,2.56,4
3548,6.50716,16164.8,0,0,6.88401,0.887377,2.5602,4
3549,6.5075,16153.1,0,0,6.94822,0.887693,2.5604,4
3550,6.50784,16140.3,0,0,6.9996,0.888009,2.56059,4
3551,6.50817,16128.1,0,0,6.95274,0.888302,2.56079,4
3552,6.50851,16117.9,0,0,6.81276,0.888571,2.56099,4
3553,6.50885,16107.5,0,0,6.83573,0.888873,2.56119,4
3554,6.50919,16096.9,0,0,6.85411,0.889175,2.56138,4
3555,6.50952,16088.3,0,0,6.73386,0.889443,2.56158,4
3556,6.50986,16080,0,0,6.72156,0.889732,2.56178,4
3557,6.5102,16072.1,0,0,6.71173,0.890021,2.56197,4
3558,6.51054,16064.6,0,0,6.70386,0.89031,2.56217,4
3559,6.51087,16057.6,0,0,6.68362,0.890596,2.56237,4
3560,6.51121,16050.8,0,0,6.68137,0.890885,2.56257,4
3561,6.51155,16043.8,0,0,6.71208,0.891182,2.56276,4
3562,6.51188,16036.6,0,0,6.73665,0.891479,2.56296,4
3563,6.51222,16029.8,0,0,6.70984,0.891765,2.56316,4
3564,6.51256,16023.8,0,0,6.67444,0.892047,2.56336,4
3565,6.51289,16018.8,0,0,6.61814,0.892322,2.56355,4
3566,6.51323,16015.2,0,0,6.54976,0.892591,2.56375,4
3567,6.51356,16012.7,0,0,6.49505,0.89286,2.56395,4
3568,6.5139,16011.2,0,0,6.45128,0.893129,2.56415,4
3569,6.51424,16010.6,0,0,6.41626,0.893399,2.56434,4
3570,6.51457,16010.6,0,0,6.40227,0.893671,2.56454,4
3571,6.51491,16011.1,0,0,6.39107,0.893944,2.56474,4
3572,6.51524,16011.8,0,0,6.39611,0.89422,2.56494,4
3573,6.51558,16012.7,0,0,6.40015,0.894496,2.56513,4
3574,6.51591,16014.6,0,0,6.35665,0.89476,2.56533,4
3575,6.51625,16017.6,0,0,6.29844,0.895019,2.56553,4
3576,6.51658,16021.2,0,0,6.27528,0.895283,2.56573,4
3577,6.51692,16025.4,0,0,6.25676,0.895548,2.56592,4
3578,6.51725,16028.8,0,0,6.32594,0.895833,2.56612,4
3579,6.51759,16030.9,0,0,6.40917,0.896125,2.56632,4
3580,6.51792,16032,0,0,6.47575,0.896418,2.56652,4
3581,6.51826,16031.7,0,0,6.55222,0.896716,2.56671,4
3582,6.51859,16030.5,0,0,6.5902,0.897008,2.56691,4
3583,6.51893,16028.9,0,0,6.60664,0.897297,2.56711,4
3584,6.51926,16026.9,0,0,6.61979,0.897586,2.56731,4
3585,6.51959,16024.5,0,0,6.63031,0.897874,2.56751,4
3586,6.51993,16021.9,0,0,6.62943,0.898161,2.5677,4
3587,6.52026,16018.9,0,0,6.63802,0.898449,2.5679,4
3588,6.5206,16015.9,0,0,6.63559,0.898736,2.5681,4
3589,6.52093,16012.7,0,0,6.63365,0.899022,2.5683,4
3590,6.52126,16009.2,0,0,6.64605,0.899312,2.56849,4
3591,6.5216,16005.5,0,0,6.65597,0.899602,2.56869,4
3592,6.52193,16001.5,0,0,6.6639,0.899892,2.56889,4
3593,6.52226,15997.2,0,0,6.67025,0.900181,2.56909,4
3594,6.5226,15992.8,0,0,6.67532,0.900471,2.56928,4
3595,6.52293,15988.9,0,0,6.6375,0.90075,2.56948,4
3596,6.52326,15985.6,0,0,6.60259,0.901029,2.56968,4
3597,6.5236,15982.7,0,0,6.57465,0.901307,2.56988,4
3598,6.52393,15980.2,0,0,6.54764,0.901584,2.57007,4
3599,6.52426,15978.4,0,0,6.51671,0.901858,2.57027,4
3600,6.52459,15976.8,0,0,6.50129,0.902135,2.57047,4
3601,6.52492,15974.4,0,0,6.56801,0.902432,2.57067,4
3602,6.52526,15970.6,0,0,6.65383,0.902736,2.57087,4
3603,6.52559,15965.6,0,0,6.72248,0.903041,2.57106,4
3604,6.52592,15959.7,0,0,6.7774,0.903346,2.57126,4
3605,6.52625,15953.7,0,0,6.76105,0.903635,2.57146,4
3606,6.52658,15947.8,0,0,6.74796,0.903925,2.57166,4
3607,6.52692,15942,0,0,6.7375,0.904215,2.57185,4
3608,6.52725,15936.2,0,0,6.72912,0.904504,2.57205,4
3609,6.52758,15928.9,0,0,6.82432,0.904819,2.57225,4
3610,6.52791,15920,0,0,6.91431,0.905138,2.57245,4
3611,6.52824,15910,0,0,6.97247,0.905453,2.57265,4
3612,6.52857,15899.1,0,0,7.01899,0.905768,2.57284,4
3613,6.5289,15887.4,0,0,7.05621,0.906083,2.57304,4
3614,6.52924,15876.1,0,0,7.00731,0.906378,2.57324,4
3615,6.52957,15865.4,0,0,6.95891,0.906671,2.57344,4
3616,6.5299,15855.2,0,0,6.92019,0.906964,2.57363,4
3617,6.53023,15845.5,0,0,6.88921,0.907257,2.57383,4
3618,6.53056,15836.1,0,0,6.86907,0.907551,2.57403,4
3619,6.53089,15827.1,0,0,6.85296,0.907845,2.57423,4
3620,6.53122,15818.3,0,0,6.84007,0.908139,2.57443,4
3621,6.53155,15810.1,0,0,6.81583,0.908429,2.57462,4
3622,6.53188,15803.8,0,0,6.69388,0.908694,2.57482,4
3623,6.53221,15799.9,0,0,6.54945,0.908947,2.57502,4
3624,6.53254,15798.1,0,0,6.43392,0.909201,2.57522,4
3625,6.53287,15798.3,0,0,6.34149,0.909454,2.57541,4
3626,6.5332,15799.1,0,0,6.33777,0.909724,2.57561,4
3627,6.53353,15800.4,0,0,6.33948,0.909996,2.57581,4
3628,6.53386,15800.6,0,0,6.43856,0.910292,2.57601,4
3629,6.53419,15799.9,0,0,6.51783,0.910589,2.57621,4
3630,6.53452,15798.3,0,0,6.58125,0.910885,2.5764,4
3631,6.53484,15796,0,0,6.62734,0.91118,2.5766,4
3632,6.53517,15793.6,0,0,6.63635,0.911468,2.5768,4
3633,6.5355,15791,0,0,6.64356,0.911756,2.577,4
3634,6.53583,15788.2,0,0,6.64933,0.912044,2.5772,4
3635,6.53616,15785.4,0,0,6.65394,0.912332,2.57739,4
3636,6.53649,15782.9,0,0,6.62506,0.912612,2.57759,4
3637,6.53682,15780.8,0,0,6.60195,0.912892,2.57779,4
3638,6.53714,15778.9,0,0,6.58346,0.913172,2.57799,4
3639,6.53747,15779,0,0,6.46112,0.913425,2.57819,4
3640,6.5378,15780.7,0,0,6.36325,0.913677,2.57838,4
3641,6.53813,15783.8,0,0,6.28495,0.91393,2.57858,4
3642,6.53846,15786.5,0,0,6.33918,0.914212,2.57878,4
3643,6.53878,15790.6,0,0,6.2657,0.914465,2.57898,4
3644,6.53911,15796.1,0,0,6.18812,0.914714,2.57918,4
3645,6.53944,15802.9,0,0,6.12606,0.914962,2.57937,4
3646,6.53977,15811.3,0,0,6.05289,0.915204,2.57957,4
3647,6.54009,15821,0,0,5.99435,0.915446,2.57977,4
3648,6.54042,15829.2,0,0,6.11601,0.915731,2.57997,4
3649,6.54075,15836,0,0,6.21334,0.916015,2.58017,4
3650,6.54108,15842.6,0,0,6.22591,0.916283,2.58036,4
3651,6.5414,15848,0,0,6.30126,0.916567,2.58056,4
3652,6.54173,15853.2,0,0,6.30559,0.916838,2.58076,4
3653,6.54206,15858.4,0,0,6.29971,0.917105,2.58096,4
3654,6.54238,15863.4,0,0,6.30436,0.917376,2.58116,4
3655,6.54271,15868.2,0,0,6.30807,0.917646,2.58135,4
3656,6.54304,15872.8,0,0,6.31104,0.917916,2.58155,4
3657,6.54336,15877.5,0,0,6.2994,0.918183,2.58175,4
3658,6.54369,15881.8,0,0,6.31811,0.918457,2.58195,4
3659,6.54402,15885.7,0,0,6.33308,0.918731,2.58215,4
3660,6.54434,15889.2,0,0,6.34972,0.919005,2.58234,4
3661,6.54467,15890.9,0,0,6.4514,0.919302,2.58254,4
3662,6.54499,15890.9,0,0,6.53274,0.919599,2.58274,4
3663,6.54532,15891,0,0,6.50945,0.919874,2.58294,4
3664,6.54564,15891.2,0,0,6.48149,0.920147,2.58314,4
3665,6.54597,15891.6,0,0,6.45911,0.920419,2.58333,4
3666,6.5463,15892.1,0,0,6.44121,0.920692,2.58353,4
3667,6.54662,15892.7,0,0,6.4269,0.920964,2.58373,4
3668,6.54695,15891.8,0,0,6.5085,0.92126,2.58393,4
3669,6.54727,15889.7,0,0,6.57378,0.921555,2.58413,4
3670,6.5476,15886.5,0,0,6.62601,0.921851,2.58433,4
3671,6.54792,15882.6,0,0,6.65387,0.922143,2.58452,4
3672,6.54825,15878,0,0,6.67616,0.922435,2.58472,4
3673,6.54857,15872.8,0,0,6.69399,0.922728,2.58492,4
3674,6.54889,15867.2,0,0,6.70825,0.92302,2.58512,4
3675,6.54922,15861.9,0,0,6.67316,0.9233,2.58532,4
3676,6.54954,15856.8,0,0,6.64509,0.923581,2.58551,4
3677,6.54987,15851.9,0,0,6.63195,0.923863,2.58571,4
3678,6.55019,15847.2,0,0,6.61212,0.924144,2.58591,4
3679,6.55052,15843.4,0,0,6.54961,0.924413,2.58611,4
3680,6.55084,15839.7,0,0,6.55556,0.924695,2.58631,4
3681,6.55116,15835.9,0,0,6.56032,0.924978,2.58651,4
3682,6.55149,15833,0,0,6.50817,0.925247,2.5867,4
3683,6.55181,15829.1,0,0,6.57352,0.925542,2.5869,4
3684,6.55213,15823.9,0,0,6.66286,0.925847,2.5871,4
3685,6.55246,15817.5,0,0,6.73434,0.926152,2.5873,4
3686,6.55278,15811.6,0,0,6.68471,0.92643,2.5875,4
3687,6.5531,15806.1,0,0,6.65899,0.926711,2.5877,4
3688,6.55343,15800.9,0,0,6.63841,0.926993,2.58789,4
3689,6.55375,15796.2,0,0,6.60797,0.927271,2.58809,4
3690,6.55407,15792.1,0,0,6.5743,0.927546,2.58829,4
3691,6.5544,15788.1,0,0,6.57066,0.927828,2.58849,4
3692,6.55472,15784.6,0,0,6.54445,0.928103,2.58869,4
3693,6.55504,15781.6,0,0,6.52348,0.928379,2.58888,4
3694,6.55536,15778,0,0,6.5672,0.92867,2.58908,4
3695,6.55569,15773.9,0,0,6.60218,0.92896,2.58928,4
3696,6.55601,15769.5,0,0,6.63016,0.929251,2.58948,4
3697,6.55633,15764.6,0,0,6.65255,0.929542,2.58968,4
3698,6.55665,15759.5,0,0,6.67045,0.929832,2.58988,4
3699,6.55697,15755.1,0,0,6.61495,0.930105,2.59007,4
3700,6.5573,15751.5,0,0,6.57056,0.930379,2.59027,4
3701,6.55762,15750.3,0,0,6.4226,0.930624,2.59047,4
3702,6.55794,15749.7,0,0,6.398,0.930892,2.59067,4
3703,6.55826,15749.7,0,0,6.37831,0.931161,2.59087,4
3704,6.55858,15751.3,0,0,6.29231,0.931411,2.59107,4
3705,6.5589,15753.6,0,0,6.27038,0.931674,2.59127,4
3706,6.55923,15756.2,0,0,6.27622,0.931942,2.59146,4
3707,6.55955,15758.3,0,0,6.31822,0.93222,2.59166,4
3708,6.55987,15760.7,0,0,6.30982,0.932487,2.59186,4
3709,6.56019,15763.5,0,0,6.3031,0.932754,2.59206,4
3710,6.56051,15765.7,0,0,6.33972,0.933032,2.59226,4
3711,6.56083,15767.6,0,0,6.36902,0.93331,2.59246,4
3712,6.56115,15767.8,0,0,6.47147,0.933607,2.59265,4
3713,6.56147,15766.3,0,0,6.57197,0.933909,2.59285,4
3714,6.56179,15763.3,0,0,6.65236,0.934211,2.59305,4
3715,6.56211,15759.3,0,0,6.69815,0.934509,2.59325,4
3716,6.56243,15754.3,0,0,6.73478,0.934806,2.59345,4
3717,6.56275,15748.7,0,0,6.75944,0.935102,2.59365,4
3718,6.56307,15742.4,0,0,6.77918,0.935398,2.59384,4
3719,6.56339,15736.1,0,0,6.76247,0.935686,2.59404,4
3720,6.56371,15729.8,0,0,6.7491,0.935974,2.59424,4
3721,6.56403,15723.4,0,0,6.73841,0.936262,2.59444,4
3722,6.56435,15717.9,0,0,6.67865,0.936538,2.59464,4
3723,6.56467,15713.9,0,0,6.57945,0.9368,2.59484,4
3724,6.56499,15710.4,0,0,6.55148,0.937075,2.59504,4
3725,6.56531,15707.4,0,0,6.53377,0.937351,2.59523,4
3726,6.56563,15704.7,0,0,6.5196,0.937628,2.59543,4
3727,6.56595,15702.3,0,0,6.50826,0.937904,2.59563,4
3728,6.56627,15700.1,0,0,6.50851,0.938182,2.59583,4
3729,6.56659,15697.3,0,0,6.55058,0.938471,2.59603,4
3730,6.56691,15694.1,0,0,6.58424,0.93876,2.59623,4
3731,6.56722,15691,0,0,6.57395,0.93904,2.59643,4
3732,6.56754,15687.2,0,0,6.62615,0.939335,2.59662,4
3733,6.56786,15683.7,0,0,6.60748,0.939615,2.59682,4
3734,6.56818,15680.4,0,0,6.58789,0.939893,2.59702,4
3735,6.5685,15677.4,0,0,6.57221,0.940172,2.59722,4
3736,6.56882,15674.3,0,0,6.5783,0.940455,2.59742,4
3737,6.56914,15671.5,0,0,6.56454,0.940733,2.59762,4
3738,6.56945,15668.6,0,0,6.57216,0.941016,2.59781,4
3739,6.56977,15665.7,0,0,6.57826,0.941299,2.59801,4
3740,6.57009,15663.3,0,0,6.54586,0.941573,2.59821,4
3741,6.57041,15661.3,0,0,6.51995,0.941847,2.59841,4
3742,6.57072,15659.8,0,0,6.49921,0.942121,2.59861,4
3743,6.57104,15658.9,0,0,6.46396,0.94239,2.59881,4
3744,6.57136,15658.8,0,0,6.42641,0.942656,2.59901,4
3745,6.57168,15659.1,0,0,6.40571,0.942925,2.59921,4
3746,6.57199,15660,0,0,6.37981,0.943192,2.5994,4
3747,6.57231,15661.4,0,0,6.35909,0.943459,2.5996,4
3748,6.57263,15663.3,0,0,6.34251,0.943725,2.5998,4
3749,6.57295,15665.4,0,0,6.3386,0.943994,2.6,4
3750,6.57326,15667.7,0,0,6.33546,0.944263,2.6002,4
3751,6.57358,15670.2,0,0,6.33296,0.944532,2.6004,4
3752,6.5739,15672.8,0,0,6.33095,0.944801,2.6006,4
3753,6.57421,15675.6,0,0,6.32935,0.94507,2.60079,4
3754,6.57453,15675.3,0,0,6.52756,0.945389,2.60099,4
3755,6.57484,15673,0,0,6.64459,0.945697,2.60119,4
3756,6.57516,15668.8,0,0,6.73821,0.946005,2.60139,4
3757,6.57548,15663.2,0,0,6.81311,0.946314,2.60159,4
3758,6.57579,15654.9,0,0,6.956,0.946643,2.60179,4
3759,6.57611,15645.6,0,0,6.98734,0.946951,2.60199,4
3760,6.57643,15636.5,0,0,6.94294,0.947242,2.60219,4
3761,6.57674,15626.8,0,0,6.96302,0.947547,2.60238,4
3762,6.57706,15617.8,0,0,6.89094,0.94783,2.60258,4
3763,6.57737,15610.6,0,0,6.76332,0.948095,2.60278,4
3764,6.57769,15605,0,0,6.65655,0.948359,2.60298,4
3765,6.578,15600.8,0,0,6.57113,0.948623,2.60318,4
3766,6.57832,15597.9,0,0,6.50279,0.948887,2.60338,4
3767,6.57863,15595.9,0,0,6.46215,0.949155,2.60358,4
3768,6.57895,15594.7,0,0,6.43431,0.949423,2.60378,4
3769,6.57926,15594.1,0,0,6.41203,0.949692,2.60397,4
3770,6.57958,15594.2,0,0,6.39421,0.949961,2.60417,4
3771,6.57989,15593.8,0,0,6.44055,0.950244,2.60437,4
3772,6.58021,15593,0,0,6.47762,0.950528,2.60457,4
3773,6.58052,15592.8,0,0,6.44668,0.950797,2.60477,4
3774,6.58084,15592.6,0,0,6.46391,0.951076,2.60497,4
3775,6.58115,15592.8,0,0,6.43571,0.951344,2.60517,4
3776,6.58147,15593.8,0,0,6.39914,0.95161,2.60537,4
3777,6.58178,15595.2,0,0,6.38389,0.951878,2.60556,4
3778,6.58209,15596.2,0,0,6.41368,0.952157,2.60576,4
3779,6.58241,15596.7,0,0,6.45612,0.952441,2.60596,4
3780,6.58272,15596.3,0,0,6.51796,0.952731,2.60616,4
3781,6.58304,15595,0,0,6.56743,0.953022,2.60636,4
3782,6.58335,15593.1,0,0,6.607,0.953313,2.60656,4
3783,6.58366,15590.5,0,0,6.63866,0.953603,2.60676,4
3784,6.58398,15587.3,0,0,6.66399,0.953894,2.60696,4
3785,6.58429,15583.2,0,0,6.71672,0.954193,2.60715,4
3786,6.5846,15578.1,0,0,6.76816,0.954494,2.60735,4
3787,6.58492,15572.3,0,0,6.80006,0.954792,2.60755,4
3788,6.58523,15567.6,0,0,6.7093,0.955062,2.60775,4
3789,6.58554,15563.9,0,0,6.6367,0.955331,2.60795,4
3790,6.58586,15561.4,0,0,6.55993,0.955596,2.60815,4
3791,6.58617,15560,0,0,6.49851,0.955861,2.60835,4
3792,6.58648,15560.7,0,0,6.36967,0.956106,2.60855,4
3793,6.58679,15562.1,0,0,6.3463,0.956371,2.60875,4
3794,6.58711,15562,0,0,6.4672,0.956671,2.60894,4
3795,6.58742,15560.5,0,0,6.56392,0.95697,2.60914,4
3796,6.58773,15557.5,0,0,6.66443,0.957276,2.60934,4
3797,6.58804,15553.1,0,0,6.74484,0.957581,2.60954,4
3798,6.58836,15548.8,0,0,6.72105,0.957865,2.60974,4
3799,6.58867,15544.7,0,0,6.70202,0.958148,2.60994,4
3800,6.58898,15540.1,0,0,6.7286,0.958442,2.61014,4
3801,6.58929,15535.7,0,0,6.70806,0.958725,2.61034,4
3802,6.5896,15531.7,0,0,6.67301,0.959004,2.61054,4
3803,6.58992,15528.2,0,0,6.64497,0.959283,2.61074,4
3804,6.59023,15525.1,0,0,6.61788,0.95956,2.61093,4
3805,6.59054,15522.4,0,0,6.59621,0.959838,2.61113,4
3806,6.59085,15520.1,0,0,6.57887,0.960115,2.61133,4
3807,6.59116,15518,0,0,6.565,0.960393,2.61153,4
3808,6.59147,15515.3,0,0,6.61898,0.960686,2.61173,4
3809,6.59178,15511.9,0,0,6.66681,0.960981,2.61193,4
3810,6.5921,15507.9,0,0,6.70043,0.961275,2.61213,4
3811,6.59241,15503.5,0,0,6.73197,0.96157,2.61233,4
3812,6.59272,15498.5,0,0,6.76183,0.961866,2.61253,4
3813,6.59303,15493,0,0,6.78572,0.962162,2.61273,4
3814,6.59334,15487.8,0,0,6.7677,0.962448,2.61292,4
3815,6.59365,15482.4,0,0,6.77187,0.96274,2.61312,4
3816,6.59396,15476.9,0,0,6.77519,0.963031,2.61332,4
3817,6.59427,15471.4,0,0,6.77786,0.963322,2.61352,4
3818,6.59458,15465.8,0,0,6.77999,0.963614,2.61372,4
3819,6.59489,15460.1,0,0,6.78169,0.963905,2.61392,4
3820,6.5952,15454.1,0,0,6.80625,0.964202,2.61412,4
3821,6.59551,15447.2,0,0,6.86754,0.964509,2.61432,4
3822,6.59582,15439.5,0,0,6.91658,0.964817,2.61452,4
3823,6.59613,15430.9,0,0,6.97428,0.965129,2.61472,4
3824,6.59644,15421.3,0,0,7.03428,0.965444,2.61491,4
3825,6.59675,15410.8,0,0,7.08229,0.96576,2.61511,4
3826,6.59706,15399.6,0,0,7.12069,0.966075,2.61531,4
3827,6.59737,15387.9,0,0,7.15141,0.96639,2.61551,4
3828,6.59768,15378.7,0,0,6.9483,0.966649,2.61571,4
3829,6.59799,15372,0,0,6.78581,0.966907,2.61591,4
3830,6.5983,15366.5,0,0,6.71657,0.967181,2.61611,4
3831,6.59861,15362.1,0,0,6.66118,0.967455,2.61631,4
3832,6.59891,15358.8,0,0,6.61686,0.967728,2.61651,4
3833,6.59922,15355.9,0,0,6.60936,0.968009,2.61671,4
3834,6.59953,15353.2,0,0,6.62197,0.968294,2.61691,4
3835,6.59984,15350.6,0,0,6.63205,0.968579,2.6171,4
3836,6.60015,15348.2,0,0,6.64012,0.968864,2.6173,4
3837,6.60046,15346,0,0,6.63728,0.969147,2.6175,4
3838,6.60077,15344,0,0,6.635,0.96943,2.6177,4
3839,6.60108,15342.3,0,0,6.63318,0.969713,2.6179,4
3840,6.60138,15340.7,0,0,6.63172,0.969996,2.6181,4
3841,6.60169,15338.6,0,0,6.68164,0.970291,2.6183,4
3842,6.602,15336,0,0,6.72157,0.970587,2.6185,4
3843,6.60231,15334.1,0,0,6.66517,0.97086,2.6187,4
3844,6.60262,15333,0,0,6.62006,0.971134,2.6189,4
3845,6.60292,15332.5,0,0,6.58863,0.971408,2.6191,4
3846,6.60323,15332.5,0,0,6.56349,0.971683,2.6193,4
3847,6.60354,15332.9,0,0,6.54337,0.971958,2.61949,4
3848,6.60385,15333.7,0,0,6.52728,0.972232,2.61969,4
3849,6.60415,15334.3,0,0,6.55166,0.972516,2.61989,4
3850,6.60446,15335,0,0,6.55254,0.972795,2.62009,4
3851,6.60477,15335.8,0,0,6.55325,0.973074,2.62029,4
3852,6.60507,15335.4,0,0,6.63739,0.973374,2.62049,4
3853,6.60538,15333.8,0,0,6.72321,0.973679,2.62069,4
3854,6.60569,15331,0,0,6.79186,0.973984,2.62089,4
3855,6.606,15326.6,0,0,6.89757,0.974301,2.62109,4
3856,6.6063,15320.6,0,0,6.98214,0.974618,2.62129,4
3857,6.60661,15313.4,0,0,7.04979,0.974936,2.62149,4
3858,6.60692,15305.3,0,0,7.09008,0.975249,2.62169,4
3859,6.60722,15296.5,0,0,7.11308,0.975561,2.62189,4
3860,6.60753,15290.4,0,0,6.88951,0.975812,2.62208,4
3861,6.60783,15284.6,0,0,6.87395,0.976104,2.62228,4
3862,6.60814,15278.9,0,0,6.86151,0.976395,2.62248,4
3863,6.60845,15273.2,0,0,6.86546,0.976691,2.62268,4
3864,6.60875,15267.4,0,0,6.86863,0.976986,2.62288,4
3865,6.60906,15261.7,0,0,6.87116,0.977281,2.62308,4
3866,6.60936,15255.9,0,0,6.87319,0.977576,2.62328,4
3867,6.60967,15250.1,0,0,6.87944,0.977873,2.62348,4
3868,6.60998,15244.2,0,0,6.88445,0.978169,2.62368,4
3869,6.61028,15239.3,0,0,6.81412,0.978447,2.62388,4
3870,6.61059,15235.7,0,0,6.72055,0.978715,2.62408,4
3871,6.61089,15232.3,0,0,6.7295,0.979005,2.62428,4
3872,6.6112,15229.6,0,0,6.68085,0.97928,2.62448,4
3873,6.6115,15227.7,0,0,6.64192,0.979555,2.62468,4
3874,6.61181,15226.1,0,0,6.63872,0.979838,2.62488,4
3875,6.61211,15224.3,0,0,6.66403,0.980127,2.62507,4
3876,6.61242,15222.7,0,0,6.65641,0.980409,2.62527,4
3877,6.61272,15221.4,0,0,6.6503,0.980691,2.62547,4
3878,6.61303,15220.5,0,0,6.62681,0.980969,2.62567,4
3879,6.61333,15220.2,0,0,6.58937,0.981242,2.62587,4
3880,6.61364,15220.5,0,0,6.55941,0.981515,2.62607,4
3881,6.61394,15221.4,0,0,6.53545,0.981788,2.62627,4
3882,6.61425,15222.4,0,0,6.53026,0.982064,2.62647,4
3883,6.61455,15223.6,0,0,6.53077,0.982342,2.62667,4
3884,6.61485,15224.7,0,0,6.5498,0.982624,2.62687,4
3885,6.61516,15225.6,0,0,6.56502,0.982906,2.62707,4
3886,6.61546,15225.9,0,0,6.60972,0.983196,2.62727,4
3887,6.61577,15225.8,0,0,6.64548,0.983487,2.62747,4
3888,6.61607,15225.3,0,0,6.66015,0.983773,2.62767,4
3889,6.61637,15224,0,0,6.72291,0.984073,2.62787,4
3890,6.61668,15221.7,0,0,6.77312,0.984372,2.62807,4
3891,6.61698,15219.5,0,0,6.76227,0.984659,2.62826,4
