time,true_air,est,door,compressor,filtered_temp,food_proxy,true_food,target,active_rate,confidence,alpha
1,2.00162,3594.35,0,0,0,0,2,4,0,25,5e-05
2,2.00325,3588.99,0,0,0,0,2,4,0,25,5e-05
3,2.00487,3583.89,0,0,0,0,2,4,0,25,5e-05
4,2.00649,3579.05,0,0,0.202622,1.01311e-05,2,4,1.01311e-05,25,5e-05
5,2.00811,3574.45,0,0,0.471511,3.37062e-05,2,4,3.37062e-05,25,5e-05
6,2.00973,3570.08,0,0,0.787302,7.30696e-05,2,4,7.30696e-05,25,5e-05
7,2.01135,3565.92,0,0,1.03492,0.000124812,2,4,0.000124812,25,5e-05
8,2.01297,3561.97,0,0,1.23302,0.000186457,2,4,0.000186457,25,5e-05
9,2.01458,3558.22,0,0,1.39651,0.000256273,2,4,0.000256273,25,5e-05
10,2.0162,3554.65,0,0,1.5273,0.000332625,2,4,0.000332625,25,5e-05
11,2.01781,3551.25,0,0,1.64195,0.000414706,2,4,0.000414706,25,5e-05
12,2.01943,3548.02,0,0,1.73367,0.000501369,2.00001,4,0.000501369,25,5e-05
13,2.02104,3544.95,0,0,1.80705,0.000591696,2.00001,4,0.000591696,25,5e-05
14,2.02265,3542.03,0,0,1.86575,0.000684954,2.00001,4,0.000684954,25,5e-05
15,2.02426,3539.25,0,0,1.97757,0.000783798,2.00001,4,0.000783798,25,5e-05
16,2.02587,3536.61,0,0,1.952,0.000881359,2.00001,4,0.000881359,25,5e-05
17,2.02748,3534.09,0,0,2.02666,0.000982648,2.00001,4,0.000982648,25,5e-05
18,2.02909,3531.7,0,0,2.08639,0.00108692,2.00001,4,0.00108692,25,5e-05
19,2.03069,3529.42,0,0,2.03905,0.00118882,2.00001,4,0.00118882,25,5e-05
20,2.0323,3527.25,0,0,2.00118,0.00128882,2.00002,4,0.00128882,25,5e-05
21,2.0339,3525.18,0,0,1.99098,0.0013883,2.00002,4,0.0013883,25,5e-05
22,2.03551,3523.22,0,0,1.95769,0.00148611,2.00002,4,0.00148611,25,5e-05
23,2.03711,3521.35,0,0,1.95619,0.00158385,2.00002,4,0.00158385,25,5e-05
24,2.03871,3519.57,0,0,2.00006,0.00168377,2.00002,4,0.00168377,25,5e-05
25,2.04031,3517.87,0,0,2.05514,0.00178645,2.00003,4,0.00178645,25,5e-05
26,2.04191,3516.25,0,0,2.07922,0.00189032,2.00003,4,0.00189032,25,5e-05
27,2.04351,3514.71,0,0,2.09849,0.00199515,2.00003,4,0.00199515,25,5e-05
28,2.04511,3513.25,0,0,2.08388,0.00209924,2.00003,4,0.00209924,25,5e-05
29,2.0467,3511.85,0,0,1.99168,0.00219872,2.00003,4,0.00219872,25,5e-05
30,2.0483,3510.52,0,0,1.91792,0.00229451,2.00004,4,0.00229451,25,5e-05
31,2.04989,3509.25,0,0,1.93942,0.00239136,2.00004,4,0.00239136,25,5e-05
32,2.05148,3508.04,0,0,2.03154,0.00249282,2.00004,4,0.00249282,25,5e-05
33,2.05308,3506.89,0,0,2.10523,0.00259796,2.00004,4,0.00259796,25,5e-05
34,2.05467,3505.79,0,0,2.16419,0.00270604,2.00005,4,0.00270604,25,5e-05
35,2.05626,3504.74,0,0,2.21135,0.00281647,2.00005,4,0.00281647,25,5e-05
36,2.05785,3503.74,0,0,2.16413,0.00292454,2.00005,4,0.00292454,25,5e-05
37,2.05944,3502.79,0,0,2.12134,0.00303046,2.00006,4,0.00303046,25,5e-05
38,2.06102,3501.88,0,0,2.0166,0.00313114,2.00006,4,0.00313114,25,5e-05
39,2.06261,3501.01,0,0,1.93281,0.00322762,2.00006,4,0.00322762,25,5e-05
