time,true_air,est,door,compressor,filtered_temp,food_proxy,true_food,target,active_rate,confidence,alpha
63,2.22387,3871.87,1,0,1.9597,1.99999,2.00017,4,25,1.99999,1.13e-05
64,2.26627,3876.04,1,0,1.97879,1.99999,2.00018,4,25,1.99999,1.13e-05
65,2.3085,3880.22,1,0,1.99097,1.99999,2.00019,4,25,1.99999,1.13e-05
66,2.35058,3884.39,1,0,2.00192,1.99999,2.00021,4,25,1.99999,1.13e-05
67,2.39249,3888.56,1,0,2.01679,1.99999,2.00023,4,25,1.99999,1.13e-05
68,2.43424,3892.72,1,0,2.03517,1.99999,2.00025,4,25,1.99999,1.13e-05
69,2.47584,3896.88,1,0,2.06169,1.99999,2.00027,4,25,1.99999,1.13e-05
70,2.51727,3901.03,1,0,2.10795,2,2.0003,4,25,2,1.13e-05
71,2.55855,3905.18,1,0,2.13217,2.00001,2.00032,4,25,2.00001,1.13e-05
72,2.59966,3909.32,1,0,2.18626,2.00001,2.00035,4,25,2.00001,1.13e-05
73,2.64063,3913.47,1,0,2.23494,2.00003,2.00038,4,25,2.00003,1.13e-05
74,2.68143,3917.6,1,0,2.29359,2.00004,2.00042,4,25,2.00004,1.13e-05
75,2.72208,3921.74,1,0,2.33154,2.00006,2.00045,4,25,2.00006,1.13e-05
76,2.76257,3925.86,1,0,2.38053,2.00008,2.00049,4,25,2.00008,1.13e-05
77,2.8029,3932.99,1,0,2.42462,2.0001,2.00053,4,19.0399,2.0001,1.13e-05
78,2.84309,3940.16,1,0,2.4643,2.00012,2.00057,4,18.9599,2.00012,1.13e-05
79,2.88312,3947.37,1,0,2.51727,2.00015,2.00061,4,18.8901,2.00015,1.13e-05
80,2.92299,3954.62,1,0,2.56495,2.00017,2.00066,4,18.8296,2.00017,1.13e-05
81,2.92404,3961.86,0,0,2.60293,2.0002,2.0007,4,18.8296,2.0002,1.13e-05
82,2.92509,3969.09,0,0,2.63958,2.00024,2.00075,4,18.8296,2.00024,1.13e-05
83,2.92613,3976.32,0,0,2.6701,2.00027,2.0008,4,18.8296,2.00027,1.13e-05
84,2.92718,3983.53,0,0,2.70003,2.0003,2.00084,4,18.8296,2.0003,1.13e-05
85,2.92823,3990.74,0,0,2.72696,2.00034,2.00089,4,18.8296,2.00034,1.13e-05
86,2.92927,3997.95,0,0,2.75367,2.00038,2.00094,4,18.8296,2.00038,1.13e-05
87,2.93032,4005.14,0,0,2.77771,2.00042,2.00098,4,18.8296,2.00042,1.13e-05
88,2.93136,4012.33,0,0,2.79688,2.00046,2.00103,4,18.8296,2.00046,1.13e-05
89,2.9324,4019.51,0,0,2.81413,2.0005,2.00107,4,18.8296,2.0005,1.13e-05
90,2.93344,4026.69,0,0,2.82719,2.00054,2.00112,4,18.8296,2.00054,1.13e-05
91,2.93449,4033.85,0,0,2.83895,2.00058,2.00117,4,18.8296,2.00058,1.13e-05
92,2.93553,4041.01,0,0,2.84953,2.00062,2.00121,4,18.8296,2.00062,1.13e-05
93,2.93657,4048.16,0,0,2.85906,2.00066,2.00126,4,18.8296,2.00066,1.13e-05
94,2.93761,4055.31,0,0,2.87255,2.00071,2.00131,4,18.8296,2.00071,1.13e-05
95,2.93865,4062.44,0,0,2.8847,2.00075,2.00135,4,18.8296,2.00075,1.13e-05
96,2.93969,4069.57,0,0,2.91284,2.0008,2.0014,4,18.8296,2.0008,1.13e-05
97,2.94072,4076.7,0,0,2.91603,2.00084,2.00145,4,18.8296,2.00084,1.13e-05
98,2.94176,4083.81,0,0,2.91891,2.00089,2.0015,4,18.8296,2.00089,1.13e-05
99,2.9428,4090.92,0,0,2.92149,2.00093,2.00154,4,18.8296,2.00093,1.13e-05
100,2.94384,4098.02,0,0,2.94595,2.00098,2.00159,4,18.8296,2.00098,1.13e-05
101,2.94487,4105.11,0,0,2.96797,2.00103,2.00164,4,18.8296,2.00103,1.13e-05
102,2.94591,4112.19,0,0,2.99269,2.00108,2.00168,4,18.8296,2.00108,1.13e-05
103,2.94694,4119.27,0,0,3.01494,2.00113,2.00173,4,18.8296,2.00113,1.13e-05
104,2.94797,4126.34,0,0,3.03005,2.00118,2.00178,4,18.8296,2.00118,1.13e-05
105,2.94901,4133.4,0,0,3.03875,2.00123,2.00183,4,18.8296,2.00123,1.13e-05
106,2.95004,4140.46,0,0,3.04657,2.00128,2.00187,4,18.8296,2.00128,1.13e-05
107,2.95107,4147.51,0,0,3.03639,2.00133,2.00192,4,18.8296,2.00133,1.13e-05
108,2.9521,4154.55,0,0,3.02723,2.00139,2.00197,4,18.8296,2.00139,1.13e-05
109,2.95313,4161.58,0,0,3.01898,2.00144,2.00202,4,18.8296,2.00144,1.13e-05
110,2.95416,4168.61,0,0,3.0091,2.00149,2.00206,4,18.8296,2.00149,1.13e-05
111,2.95519,4175.63,0,0,2.99773,2.00154,2.00211,4,18.8296,2.00154,1.13e-05
112,2.95622,4182.64,0,0,2.98751,2.00159,2.00216,4,18.8296,2.00159,1.13e-05
113,2.95725,4189.65,0,0,2.9783,2.00163,2.00221,4,18.8296,2.00163,1.13e-05
114,2.95828,4196.64,0,0,2.97002,2.00168,2.00225,4,18.8296,2.00168,1.13e-05
115,2.9593,4203.63,0,0,2.92793,2.00173,2.0023,4,18.8296,2.00173,1.13e-05
116,2.96033,4210.62,0,0,2.89005,2.00177,2.00235,4,18.8296,2.00177,1.13e-05
117,2.96136,4217.59,0,0,2.85596,2.00181,2.0024,4,18.8296,2.00181,1.13e-05
118,2.96238,4224.56,0,0,2.82527,2.00186,2.00245,4,18.8296,2.00186,1.13e-05
119,2.96341,4231.52,0,0,2.78275,2.00189,2.00249,4,18.8296,2.00189,1.13e-05
120,2.96443,4238.48,0,0,2.75938,2.00193,2.00254,4,18.8296,2.00193,1.13e-05
121,2.96545,4245.42,0,0,2.74332,2.00197,2.00259,4,18.8296,2.00197,1.13e-05
122,2.96648,4252.36,0,0,2.73877,2.00201,2.00264,4,18.8296,2.00201,1.13e-05
123,2.9675,4259.3,0,0,2.73467,2.00204,2.00269,4,18.8296,2.00204,1.13e-05
124,2.96852,4266.22,0,0,2.73099,2.00208,2.00273,4,18.8296,2.00208,1.13e-05
125,2.96954,4273.14,0,0,2.72767,2.00211,2.00278,4,18.8296,2.00211,1.13e-05
126,2.97056,4280.05,0,0,2.72468,2.00215,2.00283,4,18.8296,2.00215,1.13e-05
127,2.97158,4286.96,0,0,2.722,2.00219,2.00288,4,18.8296,2.00219,1.13e-05
128,2.9726,4293.85,0,0,2.72947,2.00222,2.00293,4,18.8296,2.00222,1.13e-05
129,2.97362,4300.74,0,0,2.7362,2.00226,2.00298,4,18.8296,2.00226,1.13e-05
130,2.97463,4307.63,0,0,2.7669,2.0023,2.00303,4,18.8296,2.0023,1.13e-05
131,2.97565,4314.5,0,0,2.797,2.00234,2.00307,4,18.8296,2.00234,1.13e-05
132,2.97667,4321.37,0,0,2.82408,2.00238,2.00312,4,18.8296,2.00238,1.13e-05
133,2.97768,4328.23,0,0,2.846,2.00242,2.00317,4,18.8296,2.00242,1.13e-05
134,2.9787,4335.09,0,0,2.84107,2.00246,2.00322,4,18.8296,2.00246,1.13e-05
135,2.97971,4341.94,0,0,2.84157,2.0025,2.00327,4,18.8296,2.0025,1.13e-05
136,2.98073,4348.78,0,0,2.84203,2.00254,2.00332,4,18.8296,2.00254,1.13e-05
137,2.98174,4355.61,0,0,2.86215,2.00259,2.00337,4,18.8296,2.00259,1.13e-05
138,2.98275,4362.44,0,0,2.88026,2.00263,2.00342,4,18.8296,2.00263,1.13e-05
139,2.98377,4369.26,0,0,2.89656,2.00267,2.00346,4,18.8296,2.00267,1.13e-05
140,2.98478,4376.07,0,0,2.91369,2.00272,2.00351,4,18.8296,2.00272,1.13e-05
141,2.98579,4382.88,0,0,2.93893,2.00277,2.00356,4,18.8296,2.00277,1.13e-05
142,2.9868,4389.67,0,0,2.96165,2.00281,2.00361,4,18.8296,2.00281,1.13e-05
143,2.98781,4396.46,0,0,2.9698,2.00286,2.00366,4,18.8296,2.00286,1.13e-05
144,2.98882,4403.25,0,0,2.98943,2.00291,2.00371,4,18.8296,2.00291,1.13e-05
145,2.98983,4410.03,0,0,3.01446,2.00296,2.00376,4,18.8296,2.00296,1.13e-05
146,2.99083,4416.8,0,0,3.03698,2.00301,2.00381,4,18.8296,2.00301,1.13e-05
147,2.99184,4423.56,0,0,3.05725,2.00307,2.00386,4,18.8296,2.00307,1.13e-05
148,2.99285,4430.31,0,0,3.06814,2.00312,2.00391,4,18.8296,2.00312,1.13e-05
149,2.99385,4437.06,0,0,3.07793,2.00317,2.00396,4,18.8296,2.00317,1.13e-05
150,2.99486,4443.81,0,0,3.04981,2.00322,2.00401,4,18.8296,2.00322,1.13e-05
151,2.99586,4450.54,0,0,3.00222,2.00327,2.00406,4,18.8296,2.00327,1.13e-05
152,2.99687,4457.27,0,0,2.9594,2.00332,2.00411,4,18.8296,2.00332,1.13e-05
153,2.99787,4463.99,0,0,2.9134,2.00337,2.00416,4,18.8296,2.00337,1.13e-05
154,2.99888,4470.7,0,0,2.87945,2.00341,2.0042,4,18.8296,2.00341,1.13e-05
155,2.99988,4477.41,0,0,2.84146,2.00345,2.00425,4,18.8296,2.00345,1.13e-05
156,3.00088,4484.11,0,0,2.80726,2.00349,2.0043,4,18.8296,2.00349,1.13e-05
157,3.00188,4490.8,0,0,2.78392,2.00353,2.00435,4,18.8296,2.00353,1.13e-05
158,3.00288,4497.49,0,0,2.77531,2.00357,2.0044,4,18.8296,2.00357,1.13e-05
159,3.00388,4504.17,0,0,2.76756,2.00361,2.00445,4,18.8296,2.00361,1.13e-05
160,3.00488,4510.84,0,0,2.79021,2.00365,2.0045,4,18.8296,2.00365,1.13e-05
161,3.00588,4517.51,0,0,2.81059,2.00369,2.00455,4,18.8296,2.00369,1.13e-05
162,3.00688,4524.17,0,0,2.84123,2.00373,2.0046,4,18.8296,2.00373,1.13e-05
163,3.00788,4530.82,0,0,2.86881,2.00377,2.00465,4,18.8296,2.00377,1.13e-05
164,3.00887,4537.46,0,0,2.89363,2.00382,2.0047,4,18.8296,2.00382,1.13e-05
165,3.00987,4544.1,0,0,2.88641,2.00386,2.00475,4,18.8296,2.00386,1.13e-05
166,3.01087,4550.73,0,0,2.90455,2.0039,2.00481,4,18.8296,2.0039,1.13e-05
167,3.01186,4557.36,0,0,2.89624,2.00395,2.00486,4,18.8296,2.00395,1.13e-05
168,3.01286,4563.98,0,0,2.9134,2.00399,2.00491,4,18.8296,2.00399,1.13e-05
169,3.01385,4570.59,0,0,2.90667,2.00404,2.00496,4,18.8296,2.00404,1.13e-05
