time,true_air,est,door,compressor,filtered_temp,food_proxy,true_food,target,active_rate,confidence,alpha
1,2.00412,3594.35,0,0,0,0,2,4,0,25,5e-05
2,2.00824,3588.99,0,0,0,0,2,4,0,25,5e-05
3,2.01236,3583.89,0,0,0,0,2,4,0,25,5e-05
4,2.01648,3579.05,0,0,0.202622,1.01311e-05,2,4,1.01311e-05,25,5e-05
5,2.02059,3574.45,0,0,0.476569,3.3959e-05,2,4,3.3959e-05,25,5e-05
6,2.0247,3570.08,0,0,0.796358,7.37752e-05,2,4,7.37752e-05,25,5e-05
7,2.02881,3565.92,0,0,1.04718,0.000126131,2.00001,4,0.000126131,25,5e-05
8,2.03292,3561.97,0,0,1.24784,0.000188516,2.00001,4,0.000188516,25,5e-05
9,2.03702,3558.22,0,0,1.41337,0.000259175,2.00001,4,0.000259175,25,5e-05
10,2.04112,3554.65,0,0,1.5458,0.000336452,2.00001,4,0.000336452,25,5e-05
11,2.04522,3551.25,0,0,1.66175,0.000419523,2.00001,4,0.000419523,25,5e-05
12,2.04932,3548.02,0,0,1.75452,0.000507228,2.00001,4,0.000507228,25,5e-05
13,2.05341,3544.95,0,0,1.82873,0.000598639,2.00002,4,0.000598639,25,5e-05
14,2.0575,3542.03,0,0,1.88809,0.000693014,2.00002,4,0.000693014,25,5e-05
15,2.06159,3539.25,0,0,2.00043,0.000793001,2.00002,4,0.000793001,25,5e-05
16,2.06567,3536.6,0,0,1.97531,0.000891726,2.00003,4,0.000891726,25,5e-05
17,2.06975,3534.09,0,0,2.05527,0.000994445,2.00003,4,0.000994445,25,5e-05
18,2.07384,3531.69,0,0,2.11924,0.00110036,2.00003,4,0.00110036,25,5e-05
19,2.07791,3529.41,0,0,2.07036,0.00120382,2.00004,4,0.00120382,25,5e-05
20,2.08199,3527.24,0,0,2.03125,0.00130532,2.00004,4,0.00130532,25,5e-05
21,2.08606,3525.18,0,0,2.02507,0.00140651,2.00005,4,0.00140651,25,5e-05
22,2.09013,3523.21,0,0,1.98999,0.00150594,2.00005,4,0.00150594,25,5e-05
23,2.0942,3521.34,0,0,1.99206,0.00160547,2.00005,4,0.00160547,25,5e-05
24,2.09826,3519.56,0,0,2.04375,0.00170758,2.00006,4,0.00170758,25,5e-05
25,2.10233,3517.86,0,0,2.10504,0.00181274,2.00006,4,0.00181274,25,5e-05
26,2.10639,3516.25,0,0,2.13413,0.00191936,2.00007,4,0.00191936,25,5e-05
27,2.11044,3514.71,0,0,2.1574,0.00202713,2.00007,4,0.00202713,25,5e-05
28,2.1145,3513.24,0,0,2.14603,0.00213433,2.00008,4,0.00213433,25,5e-05
29,2.11855,3511.84,0,0,2.05655,0.00223705,2.00009,4,0.00223705,25,5e-05
30,2.1226,3510.51,0,0,1.98496,0.00233619,2.00009,4,0.00233619,25,5e-05
31,2.12665,3509.24,0,0,2.00807,0.00243648,2.0001,4,0.00243648,25,5e-05
32,2.13069,3508.03,0,0,2.10138,0.00254142,2.0001,4,0.00254142,25,5e-05
33,2.13473,3506.87,0,0,2.17603,0.0026501,2.00011,4,0.0026501,25,5e-05
